"","EG_node1","EG_node2","Source"
"30892","9677","C20690","metabosignal"
"30893","23262","C20690","metabosignal"
"30894","5465","345","metabosignal"
"30895","6256","345","metabosignal"
"30896","6257","345","metabosignal"
"30897","6258","345","metabosignal"
"30898","5465","116519","metabosignal"
"30899","6256","116519","metabosignal"
"30900","6257","116519","metabosignal"
"30901","6258","116519","metabosignal"
"30902","5465","5360","metabosignal"
"30903","6256","5360","metabosignal"
"30904","6257","5360","metabosignal"
"30905","6258","5360","metabosignal"
"30906","5465","6319","metabosignal"
"30907","6256","6319","metabosignal"
"30908","6257","6319","metabosignal"
"30909","6258","6319","metabosignal"
"30910","5468","6319","metabosignal"
"30911","6720","6319","metabosignal"
"30912","5465","79966","metabosignal"
"30913","6256","79966","metabosignal"
"30914","6257","79966","metabosignal"
"30915","6258","79966","metabosignal"
"30916","5468","79966","metabosignal"
"30917","6720","79966","metabosignal"
"30918","10062","5465","metabosignal"
"30919","10062","6256","metabosignal"
"30920","10062","6257","metabosignal"
"30921","10062","6258","metabosignal"
"30922","5468","10062","metabosignal"
"30923","5465","1622","metabosignal"
"30924","6256","1622","metabosignal"
"30925","6257","1622","metabosignal"
"30926","6258","1622","metabosignal"
"30927","5465","10999","metabosignal"
"30928","6256","10999","metabosignal"
"30929","6257","10999","metabosignal"
"30930","6258","10999","metabosignal"
"30931","5468","10999","metabosignal"
"30932","5465","376497","metabosignal"
"30933","6256","376497","metabosignal"
"30934","6257","376497","metabosignal"
"30935","6258","376497","metabosignal"
"30936","5468","376497","metabosignal"
"30937","5465","51129","metabosignal"
"30938","6256","51129","metabosignal"
"30939","6257","51129","metabosignal"
"30940","6258","51129","metabosignal"
"30941","5467","51129","metabosignal"
"30942","5468","51129","metabosignal"
"30943","5465","7350","metabosignal"
"30944","6256","7350","metabosignal"
"30945","6257","7350","metabosignal"
"30946","6258","7350","metabosignal"
"30947","5467","7350","metabosignal"
"30948","5468","7350","metabosignal"
"30949","10891","7350","metabosignal"
"30950","6256","3611","metabosignal"
"30951","6257","3611","metabosignal"
"30952","6258","3611","metabosignal"
"30953","5467","3611","metabosignal"
"30954","6256","7316","metabosignal"
"30955","6257","7316","metabosignal"
"30956","6258","7316","metabosignal"
"30957","5467","7316","metabosignal"
"30958","6256","4973","metabosignal"
"30959","6257","4973","metabosignal"
"30960","6258","4973","metabosignal"
"30961","5468","4973","metabosignal"
"30962","6256","123","metabosignal"
"30963","6257","123","metabosignal"
"30964","6258","123","metabosignal"
"30965","5468","123","metabosignal"
"30966","6256","440503","metabosignal"
"30967","6257","440503","metabosignal"
"30968","6258","440503","metabosignal"
"30969","5468","440503","metabosignal"
"30970","6256","4312","metabosignal"
"30971","6257","4312","metabosignal"
"30972","6258","4312","metabosignal"
"30973","5468","4312","metabosignal"
"30974","6256","364","metabosignal"
"30975","6257","364","metabosignal"
"30976","6258","364","metabosignal"
"30977","5468","364","metabosignal"
"30978","10580","10211","metabosignal"
"30979","10580","2319","metabosignal"
"30980","5170","29941","metabosignal"
"30981","5585","5170","metabosignal"
"30982","5586","5170","metabosignal"
"30983","C00575","10021","metabosignal"
"30984","C00575","610","metabosignal"
"30985","C00575","1258","metabosignal"
"30986","C00942","1258","metabosignal"
"30987","C00575","1259","metabosignal"
"30988","C00942","1259","metabosignal"
"30989","C00575","1260","metabosignal"
"30990","C00575","1261","metabosignal"
"30991","C00575","1262","metabosignal"
"30992","C00575","54714","metabosignal"
"30993","5573","C00575","metabosignal"
"30994","C00575","5575","metabosignal"
"30995","C00575","5576","metabosignal"
"30996","C00575","5577","metabosignal"
"30997","4791","10673","metabosignal"
"30998","5971","10673","metabosignal"
"30999","4791","3383","metabosignal"
"31000","5970","3383","metabosignal"
"31001","5971","3383","metabosignal"
"31002","3725","3383","metabosignal"
"31003","5970","7185","metabosignal"
"31004","5970","597","metabosignal"
"31005","5970","5328","metabosignal"
"31006","4602","5970","metabosignal"
"31007","5970","C16054","metabosignal"
"31008","5970","C16055","metabosignal"
"31009","5970","C16056","metabosignal"
"31010","5970","C16057","metabosignal"
"31011","5970","C16058","metabosignal"
"31012","5970","C16059","metabosignal"
"31013","5970","C16060","metabosignal"
"31014","5970","C16061","metabosignal"
"31015","5970","C16062","metabosignal"
"31016","5970","595","metabosignal"
"31017","5594","595","metabosignal"
"31018","5595","595","metabosignal"
"31019","5598","595","metabosignal"
"31020","2353","595","metabosignal"
"31021","6777","595","metabosignal"
"31022","2932","595","metabosignal"
"31023","1027","595","metabosignal"
"31024","4303","595","metabosignal"
"31025","2737","595","metabosignal"
"31026","2735","595","metabosignal"
"31027","6772","595","metabosignal"
"31028","6773","595","metabosignal"
"31029","6774","595","metabosignal"
"31030","2309","595","metabosignal"
"31031","100132074","595","metabosignal"
"31032","2308","595","metabosignal"
"31033","1994","595","metabosignal"
"31034","51176","595","metabosignal"
"31035","6934","595","metabosignal"
"31036","83439","595","metabosignal"
"31037","182","595","metabosignal"
"31038","2736","595","metabosignal"
"31039","10413","595","metabosignal"
"31040","7003","595","metabosignal"
"31041","7004","595","metabosignal"
"31042","7005","595","metabosignal"
"31043","8463","595","metabosignal"
"31044","6775","595","metabosignal"
"31045","6778","595","metabosignal"
"31046","7068","595","metabosignal"
"31047","5970","2152","metabosignal"
"31048","3725","2152","metabosignal"
"31049","5970","1906","metabosignal"
"31050","3725","1906","metabosignal"
"31051","1387","1906","metabosignal"
"31052","2033","1906","metabosignal"
"31053","405","1906","metabosignal"
"31054","3091","1906","metabosignal"
"31055","5594","4137","metabosignal"
"31056","5595","4137","metabosignal"
"31057","3925","5594","metabosignal"
"31058","3925","5595","metabosignal"
"31059","5594","51365","metabosignal"
"31060","5595","51365","metabosignal"
"31061","5594","2114","metabosignal"
"31062","5595","2114","metabosignal"
"31063","5594","6548","metabosignal"
"31064","5595","6548","metabosignal"
"31065","5578","6548","metabosignal"
"31066","5579","6548","metabosignal"
"31067","5582","6548","metabosignal"
"31068","5566","6548","metabosignal"
"31069","5567","6548","metabosignal"
"31070","5568","6548","metabosignal"
"31071","5581","6548","metabosignal"
"31072","5594","6926","metabosignal"
"31073","5595","6926","metabosignal"
"31074","5290","23439","metabosignal"
"31075","5291","23439","metabosignal"
"31076","5594","23439","metabosignal"
"31077","5595","23439","metabosignal"
"31078","5566","23439","metabosignal"
"31079","5567","23439","metabosignal"
"31080","5568","23439","metabosignal"
"31081","5295","23439","metabosignal"
"31082","5296","23439","metabosignal"
"31083","8503","23439","metabosignal"
"31084","5592","23439","metabosignal"
"31085","5593","23439","metabosignal"
"31086","5348","23439","metabosignal"
"31087","5290","481","metabosignal"
"31088","5291","481","metabosignal"
"31089","5594","481","metabosignal"
"31090","5595","481","metabosignal"
"31091","5566","481","metabosignal"
"31092","5567","481","metabosignal"
"31093","5568","481","metabosignal"
"31094","5295","481","metabosignal"
"31095","5296","481","metabosignal"
"31096","8503","481","metabosignal"
"31097","5592","481","metabosignal"
"31098","5593","481","metabosignal"
"31099","5348","481","metabosignal"
"31100","5290","482","metabosignal"
"31101","5291","482","metabosignal"
"31102","5594","482","metabosignal"
"31103","5595","482","metabosignal"
"31104","5566","482","metabosignal"
"31105","5567","482","metabosignal"
"31106","5568","482","metabosignal"
"31107","5295","482","metabosignal"
"31108","5296","482","metabosignal"
"31109","8503","482","metabosignal"
"31110","5592","482","metabosignal"
"31111","5593","482","metabosignal"
"31112","5348","482","metabosignal"
"31113","5290","483","metabosignal"
"31114","5291","483","metabosignal"
"31115","5594","483","metabosignal"
"31116","5595","483","metabosignal"
"31117","5566","483","metabosignal"
"31118","5567","483","metabosignal"
"31119","5568","483","metabosignal"
"31120","5295","483","metabosignal"
"31121","5296","483","metabosignal"
"31122","8503","483","metabosignal"
"31123","5592","483","metabosignal"
"31124","5593","483","metabosignal"
"31125","5348","483","metabosignal"
"31126","5578","27035","metabosignal"
"31127","5579","27035","metabosignal"
"31128","5590","27035","metabosignal"
"31129","5581","27035","metabosignal"
"31130","5580","27035","metabosignal"
"31131","177","27035","metabosignal"
"31132","5578","50507","metabosignal"
"31133","5579","50507","metabosignal"
"31134","5590","50507","metabosignal"
"31135","5581","50507","metabosignal"
"31136","5580","50507","metabosignal"
"31137","177","50507","metabosignal"
"31138","5579","29775","metabosignal"
"31139","29775","5588","metabosignal"
"31140","5579","79092","metabosignal"
"31141","5588","79092","metabosignal"
"31142","5566","116443","metabosignal"
"31143","5567","116443","metabosignal"
"31144","5568","116443","metabosignal"
"31145","5566","116444","metabosignal"
"31146","5567","116444","metabosignal"
"31147","5568","116444","metabosignal"
"31148","5566","2904","metabosignal"
"31149","5567","2904","metabosignal"
"31150","2904","5568","metabosignal"
"31151","C00025","2890","metabosignal"
"31152","5566","2890","metabosignal"
"31153","5567","2890","metabosignal"
"31154","5568","2890","metabosignal"
"31155","C00025","2891","metabosignal"
"31156","5566","2891","metabosignal"
"31157","5567","2891","metabosignal"
"31158","5568","2891","metabosignal"
"31159","C00025","2892","metabosignal"
"31160","5566","2892","metabosignal"
"31161","5567","2892","metabosignal"
"31162","5568","2892","metabosignal"
"31163","C00025","2893","metabosignal"
"31164","5566","2893","metabosignal"
"31165","5567","2893","metabosignal"
"31166","5568","2893","metabosignal"
"31167","5566","3753","metabosignal"
"31168","5567","3753","metabosignal"
"31169","5568","3753","metabosignal"
"31170","5566","3784","metabosignal"
"31171","5567","3784","metabosignal"
"31172","5568","3784","metabosignal"
"31173","5566","6324","metabosignal"
"31174","5567","6324","metabosignal"
"31175","5568","6324","metabosignal"
"31176","815","6324","metabosignal"
"31177","816","6324","metabosignal"
"31178","817","6324","metabosignal"
"31179","818","6324","metabosignal"
"31180","5566","6330","metabosignal"
"31181","5567","6330","metabosignal"
"31182","5568","6330","metabosignal"
"31183","815","6330","metabosignal"
"31184","816","6330","metabosignal"
"31185","817","6330","metabosignal"
"31186","818","6330","metabosignal"
"31187","5566","6331","metabosignal"
"31188","5567","6331","metabosignal"
"31189","5568","6331","metabosignal"
"31190","815","6331","metabosignal"
"31191","816","6331","metabosignal"
"31192","817","6331","metabosignal"
"31193","818","6331","metabosignal"
"31194","5566","6332","metabosignal"
"31195","5567","6332","metabosignal"
"31196","5568","6332","metabosignal"
"31197","815","6332","metabosignal"
"31198","816","6332","metabosignal"
"31199","817","6332","metabosignal"
"31200","818","6332","metabosignal"
"31201","5566","100532726","metabosignal"
"31202","5567","100532726","metabosignal"
"31203","5568","100532726","metabosignal"
"31204","5566","126328","metabosignal"
"31205","5567","126328","metabosignal"
"31206","5568","126328","metabosignal"
"31207","5566","374291","metabosignal"
"31208","5567","374291","metabosignal"
"31209","5568","374291","metabosignal"
"31210","5566","4535","metabosignal"
"31211","5567","4535","metabosignal"
"31212","5568","4535","metabosignal"
"31213","5566","4536","metabosignal"
"31214","5567","4536","metabosignal"
"31215","5568","4536","metabosignal"
"31216","5566","4537","metabosignal"
"31217","5567","4537","metabosignal"
"31218","5568","4537","metabosignal"
"31219","5566","4538","metabosignal"
"31220","5567","4538","metabosignal"
"31221","5568","4538","metabosignal"
"31222","5566","4539","metabosignal"
"31223","5567","4539","metabosignal"
"31224","5568","4539","metabosignal"
"31225","5566","4540","metabosignal"
"31226","5567","4540","metabosignal"
"31227","5568","4540","metabosignal"
"31228","5566","4541","metabosignal"
"31229","5567","4541","metabosignal"
"31230","5568","4541","metabosignal"
"31231","5566","4694","metabosignal"
"31232","5567","4694","metabosignal"
"31233","5568","4694","metabosignal"
"31234","5566","4695","metabosignal"
"31235","5567","4695","metabosignal"
"31236","5568","4695","metabosignal"
"31237","5566","4696","metabosignal"
"31238","5567","4696","metabosignal"
"31239","5568","4696","metabosignal"
"31240","5566","4697","metabosignal"
"31241","5567","4697","metabosignal"
"31242","5568","4697","metabosignal"
"31243","5566","4698","metabosignal"
"31244","5567","4698","metabosignal"
"31245","5568","4698","metabosignal"
"31246","5566","4700","metabosignal"
"31247","5567","4700","metabosignal"
"31248","5568","4700","metabosignal"
"31249","5566","4701","metabosignal"
"31250","5567","4701","metabosignal"
"31251","5568","4701","metabosignal"
"31252","5566","4702","metabosignal"
"31253","5567","4702","metabosignal"
"31254","5568","4702","metabosignal"
"31255","5566","4704","metabosignal"
"31256","5567","4704","metabosignal"
"31257","5568","4704","metabosignal"
"31258","5566","4705","metabosignal"
"31259","5567","4705","metabosignal"
"31260","5568","4705","metabosignal"
"31261","5566","4706","metabosignal"
"31262","5567","4706","metabosignal"
"31263","5568","4706","metabosignal"
"31264","5566","4707","metabosignal"
"31265","5567","4707","metabosignal"
"31266","5568","4707","metabosignal"
"31267","5566","4708","metabosignal"
"31268","5567","4708","metabosignal"
"31269","5568","4708","metabosignal"
"31270","5566","4709","metabosignal"
"31271","5567","4709","metabosignal"
"31272","5568","4709","metabosignal"
"31273","5566","4710","metabosignal"
"31274","5567","4710","metabosignal"
"31275","5568","4710","metabosignal"
"31276","5566","4711","metabosignal"
"31277","5567","4711","metabosignal"
"31278","5568","4711","metabosignal"
"31279","5566","4712","metabosignal"
"31280","5567","4712","metabosignal"
"31281","5568","4712","metabosignal"
"31282","5566","4713","metabosignal"
"31283","5567","4713","metabosignal"
"31284","5568","4713","metabosignal"
"31285","5566","4714","metabosignal"
"31286","5567","4714","metabosignal"
"31287","5568","4714","metabosignal"
"31288","5566","4715","metabosignal"
"31289","5567","4715","metabosignal"
"31290","5568","4715","metabosignal"
"31291","5566","4716","metabosignal"
"31292","5567","4716","metabosignal"
"31293","5568","4716","metabosignal"
"31294","5566","4717","metabosignal"
"31295","5567","4717","metabosignal"
"31296","5568","4717","metabosignal"
"31297","5566","4718","metabosignal"
"31298","5567","4718","metabosignal"
"31299","5568","4718","metabosignal"
"31300","5566","4719","metabosignal"
"31301","5567","4719","metabosignal"
"31302","5568","4719","metabosignal"
"31303","5566","4720","metabosignal"
"31304","5567","4720","metabosignal"
"31305","5568","4720","metabosignal"
"31306","4722","5566","metabosignal"
"31307","4722","5567","metabosignal"
"31308","4722","5568","metabosignal"
"31309","5566","4723","metabosignal"
"31310","5567","4723","metabosignal"
"31311","4723","5568","metabosignal"
"31312","5566","4724","metabosignal"
"31313","5567","4724","metabosignal"
"31314","5568","4724","metabosignal"
"31315","5566","4725","metabosignal"
"31316","5567","4725","metabosignal"
"31317","5568","4725","metabosignal"
"31318","5566","4726","metabosignal"
"31319","5567","4726","metabosignal"
"31320","5568","4726","metabosignal"
"31321","5566","4728","metabosignal"
"31322","5567","4728","metabosignal"
"31323","5568","4728","metabosignal"
"31324","5566","4729","metabosignal"
"31325","5567","4729","metabosignal"
"31326","5568","4729","metabosignal"
"31327","5566","4731","metabosignal"
"31328","5567","4731","metabosignal"
"31329","5568","4731","metabosignal"
"31330","5566","51079","metabosignal"
"31331","5567","51079","metabosignal"
"31332","5568","51079","metabosignal"
"31333","5566","54539","metabosignal"
"31334","5567","54539","metabosignal"
"31335","5568","54539","metabosignal"
"31336","5566","55967","metabosignal"
"31337","5567","55967","metabosignal"
"31338","5568","55967","metabosignal"
"31339","5566","56901","metabosignal"
"31340","5567","56901","metabosignal"
"31341","5568","56901","metabosignal"
"31342","5566","3760","metabosignal"
"31343","5567","3760","metabosignal"
"31344","5568","3760","metabosignal"
"31345","55970","3760","metabosignal"
"31346","10681","3760","metabosignal"
"31347","2782","3760","metabosignal"
"31348","2783","3760","metabosignal"
"31349","2784","3760","metabosignal"
"31350","2785","3760","metabosignal"
"31351","2786","3760","metabosignal"
"31352","2787","3760","metabosignal"
"31353","2788","3760","metabosignal"
"31354","2790","3760","metabosignal"
"31355","2791","3760","metabosignal"
"31356","2792","3760","metabosignal"
"31357","2793","3760","metabosignal"
"31358","51764","3760","metabosignal"
"31359","54331","3760","metabosignal"
"31360","59345","3760","metabosignal"
"31361","94235","3760","metabosignal"
"31362","2770","3760","metabosignal"
"31363","2771","3760","metabosignal"
"31364","2773","3760","metabosignal"
"31365","2775","3760","metabosignal"
"31366","5566","3762","metabosignal"
"31367","5567","3762","metabosignal"
"31368","5568","3762","metabosignal"
"31369","55970","3762","metabosignal"
"31370","10681","3762","metabosignal"
"31371","2782","3762","metabosignal"
"31372","2783","3762","metabosignal"
"31373","2784","3762","metabosignal"
"31374","2785","3762","metabosignal"
"31375","2786","3762","metabosignal"
"31376","2787","3762","metabosignal"
"31377","2788","3762","metabosignal"
"31378","2790","3762","metabosignal"
"31379","2791","3762","metabosignal"
"31380","2792","3762","metabosignal"
"31381","2793","3762","metabosignal"
"31382","51764","3762","metabosignal"
"31383","54331","3762","metabosignal"
"31384","59345","3762","metabosignal"
"31385","94235","3762","metabosignal"
"31386","2770","3762","metabosignal"
"31387","2771","3762","metabosignal"
"31388","2773","3762","metabosignal"
"31389","2775","3762","metabosignal"
"31390","5566","3763","metabosignal"
"31391","5567","3763","metabosignal"
"31392","5568","3763","metabosignal"
"31393","55970","3763","metabosignal"
"31394","10681","3763","metabosignal"
"31395","2782","3763","metabosignal"
"31396","2783","3763","metabosignal"
"31397","2784","3763","metabosignal"
"31398","2785","3763","metabosignal"
"31399","2786","3763","metabosignal"
"31400","2787","3763","metabosignal"
"31401","2788","3763","metabosignal"
"31402","2790","3763","metabosignal"
"31403","2791","3763","metabosignal"
"31404","2792","3763","metabosignal"
"31405","2793","3763","metabosignal"
"31406","51764","3763","metabosignal"
"31407","54331","3763","metabosignal"
"31408","59345","3763","metabosignal"
"31409","94235","3763","metabosignal"
"31410","2770","3763","metabosignal"
"31411","2771","3763","metabosignal"
"31412","2773","3763","metabosignal"
"31413","2775","3763","metabosignal"
"31414","5566","3765","metabosignal"
"31415","5567","3765","metabosignal"
"31416","5568","3765","metabosignal"
"31417","55970","3765","metabosignal"
"31418","10681","3765","metabosignal"
"31419","2782","3765","metabosignal"
"31420","2783","3765","metabosignal"
"31421","2784","3765","metabosignal"
"31422","2785","3765","metabosignal"
"31423","2786","3765","metabosignal"
"31424","2787","3765","metabosignal"
"31425","2788","3765","metabosignal"
"31426","2790","3765","metabosignal"
"31427","2791","3765","metabosignal"
"31428","2792","3765","metabosignal"
"31429","2793","3765","metabosignal"
"31430","51764","3765","metabosignal"
"31431","54331","3765","metabosignal"
"31432","59345","3765","metabosignal"
"31433","94235","3765","metabosignal"
"31434","2770","3765","metabosignal"
"31435","2771","3765","metabosignal"
"31436","2773","3765","metabosignal"
"31437","2775","3765","metabosignal"
"31438","4914","25","metabosignal"
"31439","4915","25","metabosignal"
"31440","1398","25","metabosignal"
"31441","1399","25","metabosignal"
"31442","9610","25","metabosignal"
"31443","4916","25","metabosignal"
"31444","4914","4145","metabosignal"
"31445","4915","4145","metabosignal"
"31446","4916","4145","metabosignal"
"31447","468","4170","metabosignal"
"31448","4170","1386","metabosignal"
"31449","6777","4170","metabosignal"
"31450","4170","10488","metabosignal"
"31451","4170","1385","metabosignal"
"31452","4170","1388","metabosignal"
"31453","4170","148327","metabosignal"
"31454","4170","64764","metabosignal"
"31455","4170","84699","metabosignal"
"31456","4170","90993","metabosignal"
"31457","4170","9586","metabosignal"
"31458","6772","4170","metabosignal"
"31459","6773","4170","metabosignal"
"31460","4170","6774","metabosignal"
"31461","4170","6775","metabosignal"
"31462","6778","4170","metabosignal"
"31463","7157","56475","metabosignal"
"31464","7157","51512","metabosignal"
"31465","7157","55367","metabosignal"
"31466","581","7157","metabosignal"
"31467","581","1432","metabosignal"
"31468","581","5600","metabosignal"
"31469","581","5603","metabosignal"
"31470","581","6300","metabosignal"
"31471","5599","581","metabosignal"
"31472","5601","581","metabosignal"
"31473","5602","581","metabosignal"
"31474","7157","5366","metabosignal"
"31475","7157","9538","metabosignal"
"31476","7157","9540","metabosignal"
"31477","7157","51246","metabosignal"
"31478","7157","64065","metabosignal"
"31479","7157","64393","metabosignal"
"31480","7157","575","metabosignal"
"31481","7157","3732","metabosignal"
"31482","7157","5268","metabosignal"
"31483","7157","1643","metabosignal"
"31484","7157","143686","metabosignal"
"31485","7157","27244","metabosignal"
"31486","7157","55240","metabosignal"
"31487","7157","64326","metabosignal"
"31488","25898","7157","metabosignal"
"31489","7157","900","metabosignal"
"31490","7157","901","metabosignal"
"31491","4303","901","metabosignal"
"31492","2309","901","metabosignal"
"31493","100132074","901","metabosignal"
"31494","2308","901","metabosignal"
"31495","7157","8493","metabosignal"
"31496","1649","1432","metabosignal"
"31497","1649","5600","metabosignal"
"31498","1649","5603","metabosignal"
"31499","1649","6300","metabosignal"
"31500","1432","4149","metabosignal"
"31501","5600","4149","metabosignal"
"31502","5603","4149","metabosignal"
"31503","6300","4149","metabosignal"
"31504","1432","8550","metabosignal"
"31505","5600","8550","metabosignal"
"31506","5603","8550","metabosignal"
"31507","6300","8550","metabosignal"
"31508","1432","994","metabosignal"
"31509","5600","994","metabosignal"
"31510","5603","994","metabosignal"
"31511","6300","994","metabosignal"
"31512","1432","1051","metabosignal"
"31513","5600","1051","metabosignal"
"31514","5603","1051","metabosignal"
"31515","6300","1051","metabosignal"
"31516","2931","10000","metabosignal"
"31517","2931","207","metabosignal"
"31518","2931","208","metabosignal"
"31519","842","10000","metabosignal"
"31520","842","207","metabosignal"
"31521","842","208","metabosignal"
"31522","842","317","metabosignal"
"31523","842","54205","metabosignal"
"31524","10000","9882","metabosignal"
"31525","207","9882","metabosignal"
"31526","208","9882","metabosignal"
"31527","6788","55233","metabosignal"
"31528","6788","92597","metabosignal"
"31529","10912","9133","metabosignal"
"31530","1647","9133","metabosignal"
"31531","4616","9133","metabosignal"
"31532","4303","9133","metabosignal"
"31533","2309","9133","metabosignal"
"31534","100132074","9133","metabosignal"
"31535","2308","9133","metabosignal"
"31536","7189","10782","metabosignal"
"31537","7186","5871","metabosignal"
"31538","9530","7132","metabosignal"
"31539","998","7454","metabosignal"
"31540","998","8976","metabosignal"
"31541","5599","3727","metabosignal"
"31542","5601","3727","metabosignal"
"31543","5602","3727","metabosignal"
"31544","6416","2316","metabosignal"
"31545","6416","2317","metabosignal"
"31546","1398","27","metabosignal"
"31547","1399","27","metabosignal"
"31548","9610","27","metabosignal"
"31549","1398","23433","metabosignal"
"31550","1399","23433","metabosignal"
"31551","2889","23433","metabosignal"
"31552","9322","23433","metabosignal"
"31553","23265","23433","metabosignal"
"31554","4775","4879","metabosignal"
"31555","4773","4879","metabosignal"
"31556","4776","4879","metabosignal"
"31557","4775","7225","metabosignal"
"31558","146","7225","metabosignal"
"31559","147","7225","metabosignal"
"31560","148","7225","metabosignal"
"31561","185","7225","metabosignal"
"31562","1909","7225","metabosignal"
"31563","1910","7225","metabosignal"
"31564","5592","7225","metabosignal"
"31565","5593","7225","metabosignal"
"31566","150","7225","metabosignal"
"31567","151","7225","metabosignal"
"31568","152","7225","metabosignal"
"31569","4773","7225","metabosignal"
"31570","4776","7225","metabosignal"
"31571","4775","2626","metabosignal"
"31572","4773","2626","metabosignal"
"31573","4776","2626","metabosignal"
"31574","7068","2626","metabosignal"
"31575","4775","1827","metabosignal"
"31576","4773","1827","metabosignal"
"31577","4776","1827","metabosignal"
"31578","7068","1827","metabosignal"
"31579","4609","1030","metabosignal"
"31580","4303","1030","metabosignal"
"31581","1387","1030","metabosignal"
"31582","2033","1030","metabosignal"
"31583","2309","1030","metabosignal"
"31584","100132074","1030","metabosignal"
"31585","2308","1030","metabosignal"
"31586","6667","1030","metabosignal"
"31587","2872","1977","metabosignal"
"31588","8569","1977","metabosignal"
"31589","2872","253314","metabosignal"
"31590","8569","253314","metabosignal"
"31591","2872","9470","metabosignal"
"31592","8569","9470","metabosignal"
"31593","6777","2670","metabosignal"
"31594","6772","2670","metabosignal"
"31595","6773","2670","metabosignal"
"31596","6774","2670","metabosignal"
"31597","6775","2670","metabosignal"
"31598","6778","2670","metabosignal"
"31599","6777","5292","metabosignal"
"31600","6772","5292","metabosignal"
"31601","6773","5292","metabosignal"
"31602","6774","5292","metabosignal"
"31603","6775","5292","metabosignal"
"31604","6778","5292","metabosignal"
"31605","6777","894","metabosignal"
"31606","1027","894","metabosignal"
"31607","4303","894","metabosignal"
"31608","2737","894","metabosignal"
"31609","2735","894","metabosignal"
"31610","6772","894","metabosignal"
"31611","6773","894","metabosignal"
"31612","6774","894","metabosignal"
"31613","2309","894","metabosignal"
"31614","100132074","894","metabosignal"
"31615","2308","894","metabosignal"
"31616","51176","894","metabosignal"
"31617","6934","894","metabosignal"
"31618","83439","894","metabosignal"
"31619","2736","894","metabosignal"
"31620","10413","894","metabosignal"
"31621","7003","894","metabosignal"
"31622","7004","894","metabosignal"
"31623","7005","894","metabosignal"
"31624","8463","894","metabosignal"
"31625","6775","894","metabosignal"
"31626","6778","894","metabosignal"
"31627","6777","896","metabosignal"
"31628","1027","896","metabosignal"
"31629","6772","896","metabosignal"
"31630","6773","896","metabosignal"
"31631","6774","896","metabosignal"
"31632","51176","896","metabosignal"
"31633","6934","896","metabosignal"
"31634","83439","896","metabosignal"
"31635","10413","896","metabosignal"
"31636","7003","896","metabosignal"
"31637","7004","896","metabosignal"
"31638","7005","896","metabosignal"
"31639","8463","896","metabosignal"
"31640","6775","896","metabosignal"
"31641","6778","896","metabosignal"
"31642","6777","2001","metabosignal"
"31643","6772","2001","metabosignal"
"31644","6774","2001","metabosignal"
"31645","6777","1447","metabosignal"
"31646","6772","1447","metabosignal"
"31647","6774","1447","metabosignal"
"31648","6777","3659","metabosignal"
"31649","6772","3659","metabosignal"
"31650","6774","3659","metabosignal"
"31651","6198","6194","metabosignal"
"31652","6199","6194","metabosignal"
"31653","6198","1975","metabosignal"
"31654","1975","6199","metabosignal"
"31655","898","1027","metabosignal"
"31656","1027","9134","metabosignal"
"31657","1027","1019","metabosignal"
"31658","1027","1021","metabosignal"
"31659","2475","64223","metabosignal"
"31660","64223","6009","metabosignal"
"31661","2475","9675","metabosignal"
"31662","9894","9675","metabosignal"
"31663","2475","8408","metabosignal"
"31664","57521","8408","metabosignal"
"31665","84335","8408","metabosignal"
"31666","5747","5829","metabosignal"
"31667","3791","5829","metabosignal"
"31668","2185","5829","metabosignal"
"31669","5336","9047","metabosignal"
"31670","5335","9047","metabosignal"
"31671","3791","9047","metabosignal"
"31672","5290","10231","metabosignal"
"31673","5291","10231","metabosignal"
"31674","5295","10231","metabosignal"
"31675","5296","10231","metabosignal"
"31676","8503","10231","metabosignal"
"31677","5868","9610","metabosignal"
"31678","5869","9610","metabosignal"
"31679","5878","9610","metabosignal"
"31680","4303","5934","metabosignal"
"31681","2309","5934","metabosignal"
"31682","100132074","5934","metabosignal"
"31683","2308","5934","metabosignal"
"31684","10733","4303","metabosignal"
"31685","10733","2309","metabosignal"
"31686","10733","100132074","metabosignal"
"31687","10733","2308","metabosignal"
"31688","10769","4303","metabosignal"
"31689","10769","2309","metabosignal"
"31690","10769","100132074","metabosignal"
"31691","2308","10769","metabosignal"
"31692","4303","1263","metabosignal"
"31693","2309","1263","metabosignal"
"31694","100132074","1263","metabosignal"
"31695","2308","1263","metabosignal"
"31696","5347","4303","metabosignal"
"31697","5347","2309","metabosignal"
"31698","5347","100132074","metabosignal"
"31699","5347","2308","metabosignal"
"31700","10018","4303","metabosignal"
"31701","10018","2309","metabosignal"
"31702","10018","100132074","metabosignal"
"31703","10018","2308","metabosignal"
"31704","4303","8743","metabosignal"
"31705","2309","8743","metabosignal"
"31706","100132074","8743","metabosignal"
"31707","2308","8743","metabosignal"
"31708","4303","664","metabosignal"
"31709","2309","664","metabosignal"
"31710","100132074","664","metabosignal"
"31711","2308","664","metabosignal"
"31712","4303","11337","metabosignal"
"31713","2309","11337","metabosignal"
"31714","100132074","11337","metabosignal"
"31715","2308","11337","metabosignal"
"31716","9140","11337","metabosignal"
"31717","441925","11337","metabosignal"
"31718","8678","11337","metabosignal"
"31719","55054","11337","metabosignal"
"31720","9474","11337","metabosignal"
"31721","4303","11345","metabosignal"
"31722","2309","11345","metabosignal"
