EG_node1	EG_node2	Source
6181	6189	ppi
6181	6228	ppi
6181	6217	ppi
6181	6187	ppi
6181	3921	ppi
6181	6224	ppi
6181	6168	ppi
6175	6181	ppi
6175	6189	ppi
6175	3921	ppi
6175	6228	ppi
6175	6187	ppi
6175	6217	ppi
6175	6230	ppi
6175	6204	ppi
6175	6224	ppi
6175	6152	ppi
6175	6158	ppi
6175	6168	ppi
5579	1147	ppi
5579	2931	ppi
5579	156	ppi
5579	5579	ppi
2534	2534	ppi
2534	2185	ppi
2534	602	ppi
2534	356	ppi
2534	5295	ppi
2534	8503	ppi
2534	1445	ppi
2534	10278	ppi
2534	868	ppi
2534	6452	ppi
2534	2904	ppi
590	590	ppi
5757	9817	ppi
7170	9641	ppi
7170	3437	ppi
7170	79036	ppi
7170	7170	ppi
7170	29844	ppi
2242	2242	ppi
2242	613	ppi
2242	3320	ppi
3320	3320	ppi
3320	55664	ppi
3320	91662	ppi
3320	6794	ppi
3320	10454	ppi
3320	23118	ppi
3320	9020	ppi
3320	1147	ppi
3320	9641	ppi
3320	6885	ppi
3320	26973	ppi
3320	5536	ppi
3320	7268	ppi
3320	10294	ppi
3320	8899	ppi
3320	23411	ppi
3320	7265	ppi
3320	7407	ppi
3320	7182	ppi
3320	6714	ppi
3320	2534	ppi
3320	5048	ppi
3320	613	ppi
3320	5467	ppi
3320	6129	ppi
3320	6125	ppi
3320	7170	ppi
3320	8139	ppi
3320	5129	ppi
7525	5747	ppi
7525	2534	ppi
5979	5335	ppi
5979	5594	ppi
5979	5595	ppi
5979	5979	ppi
5979	23624	ppi
7169	9260	ppi
7169	7169	ppi
7057	1289	ppi
440	3376	ppi
4313	7077	ppi
4313	23621	ppi
4313	80781	ppi
6218	3921	ppi
6218	6228	ppi
6218	6187	ppi
6218	6203	ppi
6218	6189	ppi
6218	6230	ppi
6218	6235	ppi
3921	6227	ppi
11222	51073	ppi
11222	54148	ppi
11222	28977	ppi
2247	2260	ppi
2247	9672	ppi
6728	6729	ppi
1212	163	ppi
1212	2580	ppi
1212	6396	ppi
1212	2060	ppi
1212	8650	ppi
1212	160	ppi
1212	55589	ppi
1212	27327	ppi
3434	3437	ppi
29844	29844	ppi
6399	27095	ppi
2737	8945	ppi
4602	54461	ppi
369	7532	ppi
369	7534	ppi
369	7531	ppi
369	3845	ppi
5573	5567	ppi
5573	11216	ppi
5573	5575	ppi
7068	9612	ppi
7068	9318	ppi
7068	7068	ppi
7068	6907	ppi
5898	9722	ppi
5898	55165	ppi
5898	9525	ppi
613	4301	ppi
613	2071	ppi
2078	6175	ppi
2260	5335	ppi
2260	5295	ppi
2260	2260	ppi
8266	10075	ppi
8266	6449	ppi
8266	439	ppi
8266	23197	ppi
128	128	ppi
293	120892	ppi
